"","title","author","date","views","likes","link","sentiment","topics"
"55","The architectural mastermind behind modern Singapore","Liu Thai Ker","March 2021",951000,28000,"https://ted.com/talks/liu_thai_ker_the_architectural_mastermind_behind_modern_singapore",0.0294426919032597,"architecture, cities, tedx, design, infrastructure, asia, history, sustainability, urban planning"
"56","The myth of Loki's monstrous children","Iseult Gillespie","January 2022",761000,22000,"https://ted.com/talks/iseult_gillespie_the_myth_of_loki_s_monstrous_children",0.0289093298291721,", storytelling, education, culture, animation"
"57","What makes a job ""good"" — and the case for investing in people","Warren Valdmanis","September 2021",992000,29000,"https://ted.com/talks/warren_valdmanis_what_makes_a_job_good_and_the_case_for_investing_in_people",0.0292338709677419,"work, business, capitalism, humanity, investing, society"
"58","Language shouldn't be a barrier to climate action","Sophia Kianni","October 2021",861000,25000,"https://ted.com/talks/sophia_kianni_language_shouldn_t_be_a_barrier_to_climate_action",0.0290360046457607,"countdown, science, language, climate change, sustainability"
"59","Human-centered justice","American Family Insurance","January 2022",11000,342,"https://ted.com/talks/american_family_insurance_human_centered_justice",0.0310909090909091,"justice system, humanity, law, social change"
"60","Why is the Mona Lisa so famous?","Noah Charney","January 2022",1100000,33000,"https://ted.com/talks/noah_charney_why_is_the_mona_lisa_so_famous",0.03,"history, animation, , education, art, painting, culture"
"61","How moms shape the world","Anna Malaika Tubbs","December 2021",864000,25000,"https://ted.com/talks/anna_malaika_tubbs_how_moms_shape_the_world",0.0289351851851852,"parenting, family, history, women"
"62","Why a free and fair internet is more vital than ever","Priscilla Chomba-Kinywa","April 2021",1100000,33000,"https://ted.com/talks/priscilla_chomba_kinywa_why_a_free_and_fair_internet_is_more_vital_than_ever",0.03,"internet, technology, global issues, tedx, society, social change"
"63","It's time to write a new climate story","Countdown","October 2021",11000,332,"https://ted.com/talks/countdown_it_s_time_to_write_a_new_climate_story",0.0301818181818182,"countdown, climate change, sustainability, environment"
"64","4 ways the COVID-19 pandemic changed the way we sleep","Matt Walker","December 2021",295000,8800,"https://ted.com/talks/matt_walker_4_ways_the_covid_19_pandemic_changed_the_way_we_sleep",0.0298305084745763,"health, science, sleep, human body, pandemic"
"65","You can only save one— who do you choose?","Doug MacKay","December 2021",1300000,40000,"https://ted.com/talks/doug_mackay_you_can_only_save_one_who_do_you_choose",0.0307692307692308,", education, animation, philosophy, ethics"
"66","How to escape the cynicism trap","Jamil Zaki","August 2021",1100000,33000,"https://ted.com/talks/jamil_zaki_how_to_escape_the_cynicism_trap",0.03,"emotions, empathy, humanity, neuroscience, psychology, happiness, science"
"67","A king cobra bite — and a scientific discovery","Gowri Shankar","May 2021",1e+06,30000,"https://ted.com/talks/gowri_shankar_a_king_cobra_bite_and_a_scientific_discovery",0.03,"animals, biodiversity, biology, conservation, science, ted fellows"
"68","How we could better predict and stop floods","Virginia Smith","March 2021",986000,29000,"https://ted.com/talks/virginia_smith_how_we_could_better_predict_and_stop_floods",0.0294117647058824,"water, innovation, environment, infrastructure, climate change, tedx, nature, data"
"69","Dreams and details for a decarbonized future","Jim Hagemann Snabe","October 2021",837000,25000,"https://ted.com/talks/jim_hagemann_snabe_dreams_and_details_for_a_decarbonized_future",0.029868578255675,"countdown, climate change, global issues, science"
"70","The dark history of Mount Rushmore","Ned Blackhawk and Jeffrey D. Means","December 2021",527000,15000,"https://ted.com/talks/ned_blackhawk_and_jeffrey_d_means_the_dark_history_of_mount_rushmore",0.0284629981024668,", animation, art, united states, education, history, indigenous peoples"
"71","A new way to help young people with their mental health","Tom Osborn","August 2021",1e+06,32000,"https://ted.com/talks/tom_osborn_a_new_way_to_help_young_people_with_their_mental_health",0.032,"ted fellows, depression, youth, mental health, social change, africa, health, community"
"72","How to deal with your insomnia — and finally get to sleep","Matt Walker","December 2021",311000,9300,"https://ted.com/talks/matt_walker_how_to_deal_with_your_insomnia_and_finally_get_to_sleep",0.029903536977492,"drugs, sleep, human body, medicine"
"73","Would you raise the bird that murdered your children?","Steve Rothstein","December 2021",1200000,37000,"https://ted.com/talks/steve_rothstein_would_you_raise_the_bird_that_murdered_your_children",0.0308333333333333,"evolution, , education, birds, animation, science, biology"
"74","A vision of sustainable housing for all of humanity","Vishaan Chakrabarti","October 2021",1e+06,30000,"https://ted.com/talks/vishaan_chakrabarti_a_vision_of_sustainable_housing_for_all_of_humanity",0.03,"sustainability, countdown, design, architecture, urban planning, infrastructure, engineering, cities, future, community"
"75","""Your Song"" / ""Real Life""","Joan As Police Woman","August 2021",3800,115,"https://ted.com/talks/joan_as_police_woman_your_song_real_life",0.0302631578947368,"music"
"76","3 ways to prepare society for the next pandemic","Jennifer B. Nuzzo","December 2021",1100000,33000,"https://ted.com/talks/jennifer_b_nuzzo_3_ways_to_prepare_society_for_the_next_pandemic",0.03,"pandemic, future, health, humanity, history, coronavirus"
"77","The need for family reunification — to make families whole again","Elizabeth Zion","December 2021",1e+06,31000,"https://ted.com/talks/elizabeth_zion_the_need_for_family_reunification_to_make_families_whole_again",0.031,"immigration, family, humanity, society, human rights"
"78","Education is a fundamental right for every child","Makhtoum Abdalla","December 2021",1e+06,32000,"https://ted.com/talks/makhtoum_abdalla_education_is_a_fundamental_right_for_every_child",0.032,"global issues, refugees, education, teaching"
"79","The life-changing power of assistive technologies","Jane Velkovski","December 2021",1e+06,31000,"https://ted.com/talks/jane_velkovski_the_life_changing_power_of_assistive_technologies",0.031,"disability, social change, technology, policy"
"80","How to protect your mental well-being online — from a Gen-Zer","Peachy Liv","December 2021",981000,29000,"https://ted.com/talks/peachy_liv_how_to_protect_your_mental_well_being_online_from_a_gen_zer",0.0295616717635066,"internet, social media, health, mental health, humanity, society, emotions"
"81","A next-generation solution to climate crisis","Nkosilathi Nyathi","December 2021",2e+05,6000,"https://ted.com/talks/nkosilathi_nyathi_a_next_generation_solution_to_climate_crisis",0.03,"youth, environment, activism, climate change, social change"
"82","""Astral Plane""","Valerie June","October 2021",2500,76,"https://ted.com/talks/valerie_june_astral_plane",0.0304,"music, countdown, performance"
"83","5 keys to shifting to a well-being economy — and the cost of inaction","Sandrine Dixson-Declève","October 2021",4900,147,"https://ted.com/talks/sandrine_dixson_decleve_5_keys_to_shifting_to_a_well_being_economy_and_the_cost_of_inaction",0.03,"climate change, leadership, sustainability, countdown, innovation, science, renewable energy"
"84","3 ways to lower the barriers to higher education","Adrian K. Haugabrook","August 2021",1100000,34000,"https://ted.com/talks/adrian_k_haugabrook_3_ways_to_lower_the_barriers_to_higher_education",0.0309090909090909,"education, finance, money, society, inclusion"
"85","How one of the most profitable companies in history rose to power","Adam Clulow","December 2021",635000,19000,"https://ted.com/talks/adam_clulow_how_one_of_the_most_profitable_companies_in_history_rose_to_power",0.0299212598425197,", education, animation, history, asia, food, business"
"86","How going to Mars improves life on Earth","Eric Hinterman","May 2021",1e+06,32000,"https://ted.com/talks/eric_hinterman_how_going_to_mars_improves_life_on_earth",0.032,"mars, space, technology, exploration, innovation, invention, tedx"
"87","Africans should lead on health care solutions for Africa","Francisca Mutapi","December 2021",4000,120,"https://ted.com/talks/francisca_mutapi_africans_should_lead_on_health_care_solutions_for_africa",0.03,"coronavirus, africa, public health, health, pandemic, leadership, health care, virus, science, vaccines, disease"
"88","The end of Roe v. Wade — and what comes next for reproductive freedom","Kathryn Kolbert","December 2021",1e+06,32000,"https://ted.com/talks/kathryn_kolbert_the_end_of_roe_v_wade_and_what_comes_next_for_reproductive_freedom",0.032,"history, social change, united states, law, women"
"89","4 steps to hiring fairly — and supporting criminal justice reform","Nyra Jordan","November 2021",1100000,33000,"https://ted.com/talks/nyra_jordan_4_steps_to_hiring_fairly_and_supporting_criminal_justice_reform",0.03,"justice system, work, leadership, equality, social change"
"90","How sleep affects what (and how much) you eat","Matt Walker","December 2021",315000,9400,"https://ted.com/talks/matt_walker_how_sleep_affects_what_and_how_much_you_eat",0.0298412698412698,"sleep, human body, food, health"
"91","How to end the pandemic — and prepare for the next","Maria Van Kerkhove","December 2021",1200000,36000,"https://ted.com/talks/maria_van_kerkhove_how_to_end_the_pandemic_and_prepare_for_the_next",0.03,"coronavirus, pandemic, leadership, science, health, public health, disease, government, virus, vaccines, global issues"
"92","3 questions to build resilience — and change the world","Sister True Dedication","October 2021",1200000,38000,"https://ted.com/talks/sister_true_dedication_3_questions_to_build_resilience_and_change_the_world",0.0316666666666667,"mindfulness, buddhism, meditation, human body, countdown"
"93","Community investment is the missing piece of climate action","Dawn Lippert","October 2021",1e+06,32000,"https://ted.com/talks/dawn_lippert_community_investment_is_the_missing_piece_of_climate_action",0.032,"climate change, countdown, finance, investing, community, sustainability"
"94","The dream of educating Afghan girls lives on","Shabana Basij-Rasikh","December 2021",1400000,44000,"https://ted.com/talks/shabana_basij_rasikh_the_dream_of_educating_afghan_girls_lives_on",0.0314285714285714,"education, women, teaching, middle east, social change, activism, kids, community, equality"
"95","How gratitude rewires your brain","Christina Costa","March 2021",1400000,44000,"https://ted.com/talks/christina_costa_how_gratitude_rewires_your_brain",0.0314285714285714,"brain, neuroscience, tedx, personal growth, cancer, psychology, health"
"96","Can stereotypes ever be good?","Sheila Marie Orfano and Densho","December 2021",475000,14000,"https://ted.com/talks/sheila_marie_orfano_and_densho_can_stereotypes_ever_be_good",0.0294736842105263,"education, animation, race, , history"
"97","The value of kindness at work","James Rhee","September 2021",1300000,41000,"https://ted.com/talks/james_rhee_the_value_of_kindness_at_work",0.0315384615384615,"business, heart, work, emotions, communication, work life balance"
"98","What is melatonin — and should you take it to fall asleep?","Matt Walker","December 2021",422000,12000,"https://ted.com/talks/matt_walker_what_is_melatonin_and_should_you_take_it_to_fall_asleep",0.028436018957346,"sleep, human body, health, science, humanity"
"99","The life cycle of a pair of jeans","Madhavi Venkatesan","November 2021",315000,9400,"https://ted.com/talks/madhavi_venkatesan_the_life_cycle_of_a_pair_of_jeans",0.0298412698412698,", animation, fashion, education, environment, climate change, manufacturing"
"100","Is it really that bad to marry my cousin?","Mona Chalabi","November 2021",277000,8300,"https://ted.com/talks/mona_chalabi_is_it_really_that_bad_to_marry_my_cousin",0.0299638989169675,"statistics, family, relationships, data"
